UNIDADE;CIDADE;UF;Mês/Ano;Qtde Cereais (kg);Valor Cereais (R$);Qtde Hortigranjeiros (kg);Valor Hortigranjeiros (R$);Qtde Produtos Diversos (kg);Valor Produtos Diversos (R$);Soma (kg);Soma (R$)
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;05/2008;0.0;0,00;11.195.244;11.269.352,93;18.417;16.585,08;11.213.661;11.285.938,01
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;04/2008;0.0;0,00;10.861.070;10.993.258,15;29.726;40.749,36;10.890.796;11.034.007,51
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;03/2008;0.0;0,00;11.916.340;12.677.176,55;44.120;42.134,20;11.960.460;12.719.310,75
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;02/2009;0.0;0,00;9.263.387;11.191.304,89;74.310;250.860,00;9.337.697;11.442.164,89
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;02/2008;0.0;0,00;11.319.457;12.769.743,44;37.973;12.651,98;11.357.430;12.782.395,42
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;01/2010;0;0,00;9.978.506;12.453.758,00;39.101;105.900,00;10.017.607;12.559.658,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;02/2010;0;0,00;9.729.132;12.813.918,00;39.761;130.128,00;9.768.893;12.944.046,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;11/2009;0;0,00;11.407.406;15.038.408,97;41.482;141.777,80;11.448.888;15.180.186,77
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;10/2010;0;0,00;9.597.358;10.656.949,00;65.678;280.906,00;9.663.036;10.937.855,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;10/2009;0;0,00;10.686.575;13.269.159,64;46.649;159.002,00;10.733.224;13.428.161,64
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;09/2010;0;0,00;10.428.608;13.788.516,00;48.638;140.408,00;10.477.246;13.928.924,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;09/2009;0;0,00;10.441.003;13.192.083,73;23.901;63.566,00;10.464.904;13.255.649,73
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;08/2010;0;0,00;10.114.737;13.032.806,00;60.221;218.367,00;10.174.958;13.251.173,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;08/2009;0;0,00;9.511.030;10.998.121,41;12.704;4.499,40;9.523.734;11.002.620,81
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;07/2010;0;0,00;10.331.150;13.628.381,00;52.878;179.387,00;10.384.028;13.807.768,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;07/2009;0;0,00;9.894.223;10.349.139,09;7.607;6.910,00;9.901.830;10.356.049,09
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;06/2010;0;0,00;8.524.334;11.397.876,00;32.566;63.387,00;8.556.900;11.461.263,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;06/2009;0;0,00;10.431.401;10.660.516,32;51.265;143.403,50;10.482.666;10.803.919,82
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;05/2010;0;0,00;7.634.583;10.644.438,00;8.050;1.042,00;7.642.633;10.645.480,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;05/2009;0;0,00;10.789.965;11.173.210,87;75.886;220.160,20;10.865.851;11.393.371,07
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;04/2010;0;0,00;7.355.914;10.894.075,00;13.525;36.271,00;7.369.439;10.930.346,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;04/2009;0;0,00;10.534.604;11.638.657,08;77.953;7.033,85;10.612.557;11.645.690,93
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;03/2010;0;0,00;10.136.646;14.175.404,00;58.253;218.382,00;10.194.899;14.393.786,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;03/2009;0;0,00;11.380.654;13.036.002,23;82.128;255.622,95;11.462.782;13.291.625,18
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;12/2009;0;0,00;11.773.330;14.875.563,84;42.581;146.177,00;11.815.911;15.021.740,84
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;01/2011;0;0,00;10.852.153;10.439.920,00;50.452;180.859,00;10.902.605;10.620.779,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;01/2018;0;0,00;10.476.891;24.814.129,42;0.000;0,00;10.476.891;24.814.129,42
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;12/2010;0;0,00;13.864.146;14.090.494,00;71.585;249.495,00;13.935.731;14.339.989,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;11/2011;0;0,00;11.476.744;14.206.361,74;64.569;184.301,75;11.541.313;14.390.663,49
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;11/2010;0;0,00;11.923.304;13.299.898,00;62.613;182.852,00;11.985.917;13.482.750,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;10/2011;0;0,00;10.631.608;13.131.110,74;54.962;185.440,08;10.686.570;13.316.550,82
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;09/2011;0;0,00;11.307.033;14.344.906,02;75.009;226.936,34;11.382.042;14.571.842,36
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;08/2011;0;0,00;11.748.211;14.490.686,89;48.930;146.089,10;11.797.141;14.636.775,99
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;07/2011;0;0,00;11.003.500;13.110.904,66;48.343;121.809,39;11.051.843;13.232.714,05
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;06/2018;0;0,00;9.780.037;21.015.671,49;0.000;0,00;9.780.037;21.015.671,49
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;06/2011;0;0,00;10.328.078;12.897.306,12;60.639;230.274,10;10.388.717;13.127.580,22
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;05/2018;0;0,00;11.036.206;25.510.659,79;0.000;0,00;11.036.206;25.510.659,79
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;05/2011;0;0,00;10.741.286;13.473.920,13;69.945;195.307,58;10.811.231;13.669.227,71
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;04/2018;0;0,00;12.075.388;26.902.906,67;0.000;0,00;12.075.388;26.902.906,67
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;04/2011;0;0,00;10.639.793;13.417.862,00;89.162;335.803,00;10.728.955;13.753.665,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;03/2018;0;0,00;10.667.669;22.944.810,83;0.000;0,00;10.667.669;22.944.810,83
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;03/2011;0;0,00;11.223.002;14.310.925,13;81.335;267.111,00;11.304.337;14.578.036,13
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;02/2018;0;0,00;9.256.300;20.237.225,70;0.000;0,00;9.256.300;20.237.225,70
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;02/2011;0;0,00;10.859.252;10.406.910,00;47.749;169.603,00;10.907.001;10.576.513,00
CEASA-SP-SantoAndré(CRAISA);SantoAndré(CRAISA);SP;12/2011;0;0,00;12.050.045;14.480.320,92;52.319;197.157,49;12.102.364;14.677.478,41
CEASA-SP-Campinas;Campinas;SP;01/2008;0.0;0,00;63.378.500;86.251.511,05;0;0,00;63.378.500;86.251.511,05
CEASA-SP-Campinas;Campinas;SP;02/2008;0.0;0,00;60.813.600;74.711.322,70;0;0,00;60.813.600;74.711.322,70
CEASA-SP-Campinas;Campinas;SP;12/2018;0.0;0,00;8.515.484;23.278.401,32;0;0,00;8.515.484;23.278.401,32
CEASA-SP-Campinas;Campinas;SP;12/2008;0.0;0,00;66.330.200;92.103.180,39;0;0,00;66.330.200;92.103.180,39
CEASA-SP-Campinas;Campinas;SP;11/2018;0.0;0,00;8.967.539;23.863.510,91;0;0,00;8.967.539;23.863.510,91
CEASA-SP-Campinas;Campinas;SP;11/2008;0.0;0,00;56.536.900;78.047.977,51;0;0,00;56.536.900;78.047.977,51
CEASA-SP-Campinas;Campinas;SP;10/2018;0.0;0,00;10.183.942;26.686.505,13;0;0,00;10.183.942;26.686.505,13
CEASA-SP-Campinas;Campinas;SP;10/2008;0.0;0,00;63.972.700;85.128.344,78;0;0,00;63.972.700;85.128.344,78
CEASA-SP-Campinas;Campinas;SP;09/2018;0.0;0,00;7.865.143;19.021.984,47;0;0,00;7.865.143;19.021.984,47
CEASA-SP-Campinas;Campinas;SP;09/2008;0.0;0,00;60.569.400;82.922.540,93;0;0,00;60.569.400;82.922.540,93
CEASA-SP-Campinas;Campinas;SP;08/2018;0.0;0,00;12.384.919;30.731.969,09;0;0,00;12.384.919;30.731.969,09
CEASA-SP-Campinas;Campinas;SP;08/2008;0.0;0,00;55.589.100;75.247.671,56;0;0,00;55.589.100;75.247.671,56
CEASA-SP-Campinas;Campinas;SP;07/2018;0.0;0,00;10.279.080;23.612.633,76;0;0,00;10.279.080;23.612.633,76
CEASA-SP-Campinas;Campinas;SP;07/2008;0.0;0,00;54.967.900;75.515.308,18;0;0,00;54.967.900;75.515.308,18
CEASA-SP-Campinas;Campinas;SP;06/2008;0.0;0,00;53.784.900;71.512.419,46;0;0,00;53.784.900;71.512.419,46
CEASA-SP-Campinas;Campinas;SP;05/2008;0.0;0,00;52.943.300;77.395.136,36;0;0,00;52.943.300;77.395.136,36
CEASA-SP-Campinas;Campinas;SP;04/2008;0.0;0,00;59.222.300;82.505.305,58;0;0,00;59.222.300;82.505.305,58
CEASA-SP-Campinas;Campinas;SP;03/2008;0.0;0,00;62.228.000;81.516.538,23;0;0,00;62.228.000;81.516.538,23
CEASA-SP-Campinas;Campinas;SP;01/2009;0.00;0,00;57.698.800;81.781.017,29;0;0,00;57.698.800;81.781.017,29
CEASA-SP-Campinas;Campinas;SP;01/2010;71.57;170.495,69;54.855.058;88.879.137,64;0;0,00;54.926.628;89.049.633,33
CEASA-SP-Campinas;Campinas;SP;11/2009;0.00;0,00;65.089.500;100.697.750,93;0;0,00;65.089.500;100.697.750,93
CEASA-SP-Campinas;Campinas;SP;10/2009;0.00;0,00;61.385.200;92.462.662,41;0;0,00;61.385.200;92.462.662,41
CEASA-SP-Campinas;Campinas;SP;09/2009;0.00;0,00;60.052.100;89.086.728,37;0;0,00;60.052.100;89.086.728,37
CEASA-SP-Campinas;Campinas;SP;08/2010;51.15;166.822,04;51.925.670;88.045.261,76;0;0,00;51.976.820;88.212.083,80
CEASA-SP-Campinas;Campinas;SP;08/2009;0.00;0,00;57.587.400;87.739.259,42;0;0,00;57.587.400;87.739.259,42
CEASA-SP-Campinas;Campinas;SP;07/2010;53.66;169.201,35;54.389.840;77.106.692,26;0;0,00;54.443.500;77.275.893,61
CEASA-SP-Campinas;Campinas;SP;07/2009;0.00;0,00;55.704.700;74.701.959,47;0;0,00;55.704.700;74.701.959,47
CEASA-SP-Campinas;Campinas;SP;06/2010;71.75;221.493,49;51.138.912;85.098.122,15;0;0,00;51.210.662;85.319.615,64
CEASA-SP-Campinas;Campinas;SP;06/2009;0.00;0,00;54.866.300;78.268.718,90;0;0,00;54.866.300;78.268.718,90
CEASA-SP-Campinas;Campinas;SP;05/2010;58.21;184.384,16;54.130.699;91.520.278,25;0;0,00;54.188.909;91.704.662,41
CEASA-SP-Campinas;Campinas;SP;05/2009;0.00;0,00;55.709.600;83.279.369,02;0;0,00;55.709.600;83.279.369,02
CEASA-SP-Campinas;Campinas;SP;04/2010;64.99;189.268,07;56.388.536;96.165.734,43;0;0,00;56.453.526;96.355.002,50
CEASA-SP-Campinas;Campinas;SP;04/2009;0.00;0,00;58.847.000;91.526.384,64;0;0,00;58.847.000;91.526.384,64
CEASA-SP-Campinas;Campinas;SP;03/2010;67.80;168.165,08;63.356.164;109.954.902,60;0;0,00;63.423.964;110.123.067,68
CEASA-SP-Campinas;Campinas;SP;03/2009;0.00;0,00;63.056.500;98.003.693,61;0;0,00;63.056.500;98.003.693,61
CEASA-SP-Campinas;Campinas;SP;02/2010;81.02;182.905,40;55.232.796;94.504.491,37;0;0,00;55.313.816;94.687.396,77
CEASA-SP-Campinas;Campinas;SP;02/2009;0.00;0,00;55.014.000;78.547.626,65;0;0,00;55.014.000;78.547.626,65
CEASA-SP-Campinas;Campinas;SP;12/2009;0.00;0,00;67.220.600;109.428.829,69;0;0,00;67.220.600;109.428.829,69
CEASA-SP-Campinas;Campinas;SP;01/2011;56.720;158.940,33;54.686.739;82.962.046,43;5.208.730;7.297.747,10;59.952.189;90.418.733,86
CEASA-SP-Campinas;Campinas;SP;01/2012;45.210;142.741,48;53.207.083;80.602.824,14;4.831.410;7.120.400,34;58.083.703;87.865.965,96
CEASA-SP-Campinas;Campinas;SP;12/2010;50.600;173.894,55;59.819.889;89.209.362,81;0;0,00;59.870.489;89.383.257,36
CEASA-SP-Campinas;Campinas;SP;11/2011;69.863;198.759,39;57.906.791;90.071.497,89;6.510.480;6.373.246,70;64.487.134;96.643.503,98
CEASA-SP-Campinas;Campinas;SP;11/2010;48.550;164.630,27;56.467.303;82.891.409,38;0;0,00;56.515.853;83.056.039,65
CEASA-SP-Campinas;Campinas;SP;10/2011;61.720;173.662,99;59.321.593;90.219.352,53;7.423.330;7.988.355,70;66.806.643;98.381.371,22
CEASA-SP-Campinas;Campinas;SP;10/2010;24.800;87.307,06;54.111.082;76.554.393,74;0;0,00;54.135.882;76.641.700,80
CEASA-SP-Campinas;Campinas;SP;09/2011;52.970;165.419,28;57.536.929;91.932.238,96;6.466.440;7.890.502,90;64.056.339;99.988.161,14
CEASA-SP-Campinas;Campinas;SP;09/2010;61.090;169.119,94;52.921.164;76.284.004,66;0;0,00;52.982.254;76.453.124,60
CEASA-SP-Campinas;Campinas;SP;08/2011;54.150;167.642,61;57.134.142;92.939.817,44;6.331.500;7.837.202,60;63.519.792;100.944.662,65
CEASA-SP-Campinas;Campinas;SP;07/2011;50.140;163.709,94;53.228.829;80.006.947,52;4.727.870;6.927.141,30;58.006.839;87.097.798,76
CEASA-SP-Campinas;Campinas;SP;06/2011;60.910;193.166,85;48.795.278;79.849.042,26;4.938.300;7.541.821,20;53.794.488;87.584.030,31
CEASA-SP-Campinas;Campinas;SP;05/2011;65.350;196.056,77;51.544.805;88.058.973,79;5.340.650;10.328.787,20;56.950.805;98.583.817,76
CEASA-SP-Campinas;Campinas;SP;04/2012;58.850;186.314,63;58.848.890;92.692.324,39;6.305.690;10.713.199,12;65.213.430;103.591.838,14
CEASA-SP-Campinas;Campinas;SP;04/2011;47.380;131.131,86;53.856.501;89.370.695,92;4.288.020;3.777.222,10;58.191.901;93.279.049,88
CEASA-SP-Campinas;Campinas;SP;03/2012;36.240;108.207,04;63.431.888;100.094.529,12;6.160.840;11.809.239,79;69.628.968;112.011.975,95
CEASA-SP-Campinas;Campinas;SP;03/2011;46.400;136.829,66;55.891.342;92.463.128,34;4.906.950;8.042.135,10;60.844.692;100.642.093,10
CEASA-SP-Campinas;Campinas;SP;02/2012;40.630;148.999,54;57.633.524;86.224.858,75;5.359.130;8.745.125,14;63.033.284;95.118.983,43
CEASA-SP-Campinas;Campinas;SP;02/2011;48.400;153.938,72;52.321.439;78.891.347,64;4.551.400;8.628.853,00;56.921.239;87.674.139,36
CEASA-SP-Campinas;Campinas;SP;12/2011;50.110;144.334,17;65.292.215;103.138.139,00;6.203.270;12.150.241,00;71.545.595;115.432.714,17
CEASA-SP-Campinas;Campinas;SP;01/2013;11.880;42.083,31;54.203.419;105.924.568,25;4.453.390;8.304.569,97;58.668.689;114.271.221,53
CEASA-SP-Campinas;Campinas;SP;02/2013;52.497;165.493,27;56.409.851;92.360.487,26;3.944.210;8.619.026,15;60.406.558;101.145.006,68
CEASA-SP-Campinas;Campinas;SP;12/2012;59.010;220.058,60;61.922.885;108.967.875,57;4.674.540;10.415.994,79;66.656.435;119.603.928,96
CEASA-SP-Campinas;Campinas;SP;11/2013;43.780;148.198,00;43.396.894;83.440.041,83;5.465.020;12.220.419,69;48.905.694;95.808.659,52
CEASA-SP-Campinas;Campinas;SP;11/2012;38.950;138.555,61;58.673.853;101.592.641,90;5.882.200;11.850.739,24;64.595.003;113.581.936,75
CEASA-SP-Campinas;Campinas;SP;10/2013;25.129;93.883,05;45.885.213;91.222.273,50;5.543.440;13.850.797,56;51.453.782;105.166.954,11
CEASA-SP-Campinas;Campinas;SP;10/2012;45.760;166.491,64;60.745.644;109.865.026,30;5.895.150;12.536.431,48;66.686.554;122.567.949,42
CEASA-SP-Campinas;Campinas;SP;09/2013;42.270;159.867,30;42.141.917;84.055.035,31;5.525.700;12.669.517,22;47.709.887;96.884.419,83
CEASA-SP-Campinas;Campinas;SP;09/2012;38.100;134.054,13;54.276.157;102.741.556,85;4.865.940;10.951.637,02;59.180.197;113.827.248,00
CEASA-SP-Campinas;Campinas;SP;08/2013;24.450;93.382,65;45.244.597;89.017.433,71;5.633.050;12.288.059,33;50.902.097;101.398.875,69
CEASA-SP-Campinas;Campinas;SP;08/2012;41.250;116.390,33;59.038.103;110.957.794,19;6.331.500;11.216.174,15;65.410.853;122.290.358,67
CEASA-SP-Campinas;Campinas;SP;07/2013;30.000;125.475,00;43.606.350;79.650.114,44;4.842.020;10.680.833,55;48.478.370;90.456.422,99
CEASA-SP-Campinas;Campinas;SP;07/2012;66.520;203.103,90;52.642.724;94.577.085,64;4.727.900;10.717.821,26;57.437.144;105.498.010,80
CEASA-SP-Campinas;Campinas;SP;06/2013;32.450;144.078,63;42.530.704;86.039.133,40;4.698.560;10.713.931,66;47.261.714;96.897.143,69
CEASA-SP-Campinas;Campinas;SP;06/2012;60.635;207.238,20;51.357.405;83.230.227,26;4.961.190;10.083.845,83;56.379.230;93.521.311,29
CEASA-SP-Campinas;Campinas;SP;05/2013;24.000;109.108,53;44.015.125;97.249.107,83;5.498.150;15.339.087,53;49.537.275;112.697.303,89
CEASA-SP-Campinas;Campinas;SP;05/2012;64.650;216.090,90;54.541.674;85.201.722,41;7.158.950;15.036.562,12;61.765.274;100.454.375,43
CEASA-SP-Campinas;Campinas;SP;04/2013;360.000;1.681,80;43.706.813;94.315.028,33;4.759.740;10.814.869,21;48.466.913;105.131.579,34
CEASA-SP-Campinas;Campinas;SP;03/2013;7.800;3.776,99;41.115.607;92.389.552,96;4.177.030;9.116.511,64;45.300.437;101.509.841,59
CEASA-SP-Campinas;Campinas;SP;12/2013;79.640;299.354,10;41.613.934;81.375.504,50;5.122.730;14.756.381,00;46.816.304;96.431.239,60
CEASA-SP-Campinas;Campinas;SP;01/2014;122.170;444.850,44;41.608.646;82.725.244,62;5.472.350;15.804.697,71;47.203.166;98.974.792,77
CEASA-SP-Campinas;Campinas;SP;01/2015;21.750;97.571,27;51.372.665;112.488.258,56;4.525.530;11.125.686,23;55.919.945;123.711.516,06
CEASA-SP-Campinas;Campinas;SP;11/2014;23.540;81.000,64;50.939.546;108.402.481,93;4.794.160;13.613.495,56;55.757.246;122.096.978,13
CEASA-SP-Campinas;Campinas;SP;10/2014;22.100;79.844,50;50.694.037;101.669.159,39;5.543.440;17.363.731,47;56.259.577;119.112.735,36
CEASA-SP-Campinas;Campinas;SP;09/2014;44.597;153.113,57;51.915.989;92.341.396,13;5.525.700;16.976.765,94;57.486.286;109.471.275,64
CEASA-SP-Campinas;Campinas;SP;08/2015;35.470;128.498,00;54.307.968;118.596.011,68;5.360.980;15.524.810,21;59.704.418;134.249.319,89
CEASA-SP-Campinas;Campinas;SP;08/2014;39.557;125.064,09;53.939.876;97.302.488,95;5.633.050;14.471.638,20;59.612.483;111.899.191,24
CEASA-SP-Campinas;Campinas;SP;07/2015;42.780;178.808,25;46.667.147;109.826.974,25;5.132.550;14.326.327,78;51.842.477;124.332.110,28
CEASA-SP-Campinas;Campinas;SP;07/2014;24.480;109.430,78;50.328.492;99.461.808,30;4.842.020;13.498.866,12;55.194.992;113.070.105,20
CEASA-SP-Campinas;Campinas;SP;06/2015;58.870;214.551,14;48.493.345;112.336.079,25;5.418.170;15.314.297,75;53.970.385;127.864.928,14
CEASA-SP-Campinas;Campinas;SP;06/2014;3.100;13.299,00;31.746.450;62.800.296,46;5.078.200;13.350.641,09;36.827.750;76.164.236,55
CEASA-SP-Campinas;Campinas;SP;05/2015;51.480;202.314,28;50.986.386;114.792.835,23;5.695.690;17.891.459,63;56.733.556;132.886.609,14
CEASA-SP-Campinas;Campinas;SP;05/2014;43.990;178.767,52;36.898.901;78.937.917,33;5.934.920;19.194.826,72;42.877.811;98.311.511,57
CEASA-SP-Campinas;Campinas;SP;04/2015;29.910;126.828,24;48.096.854;109.265.459,94;4.819.610;14.670.720,14;52.946.374;124.063.008,32
CEASA-SP-Campinas;Campinas;SP;04/2014;27.600;105.907,61;43.201.207;93.821.616,51;5.541.170;12.791.488,09;48.769.977;106.719.012,21
CEASA-SP-Campinas;Campinas;SP;03/2015;68.170;288.524,80;47.294.284;103.673.489,31;5.076.680;12.861.502,13;52.439.134;116.823.516,24
CEASA-SP-Campinas;Campinas;SP;03/2014;183.203;679.342,36;39.388.349;89.284.133,03;5.719.520;12.204.503,65;45.291.072;102.167.979,04
CEASA-SP-Campinas;Campinas;SP;02/2015;31.340;122.363,74;37.663.249;84.383.174,07;4.308.860;10.437.069,54;42.003.449;94.942.607,35
CEASA-SP-Campinas;Campinas;SP;02/2014;84.960;306.386,49;41.050.757;90.984.673,88;5.411.690;10.685.492,01;46.547.407;101.976.552,38
CEASA-SP-Campinas;Campinas;SP;12/2014;39.110;150.436,76;47.153.657;100.753.942,59;4.773.840;14.136.566,39;51.966.607;115.040.945,74
CEASA-SP-Campinas;Campinas;SP;01/2016;97.820;439.811,95;51.219.877;150.558.131,05;4.334.770;12.423.050,78;55.652.467;163.420.993,78
CEASA-SP-Campinas;Campinas;SP;01/2017;34.560;222.588,37;52.325.295;118.994.572,03;5.242.266;14.661.776,16;57.602.121;133.878.936,56
CEASA-SP-Campinas;Campinas;SP;12/2015;42.010;165.154,30;55.668.674;146.402.815,54;3.984.260;12.584.106,19;59.694.944;159.152.076,03
CEASA-SP-Campinas;Campinas;SP;11/2016;21.100;141.370,00;55.055.670;131.512.769,03;6.115.919;18.511.931,41;61.192.689;150.166.070,44
CEASA-SP-Campinas;Campinas;SP;11/2015;48.100;180.828,26;54.695.710;129.073.693,77;6.449.670;17.672.221,13;61.193.480;146.926.743,16
CEASA-SP-Campinas;Campinas;SP;10/2016;45.740;294.060,23;54.756.715;131.179.969,78;6.014.842;18.852.094,24;60.817.297;150.326.124,25
CEASA-SP-Campinas;Campinas;SP;10/2015;56.760;228.392,65;56.458.991;116.435.386,21;6.326.270;18.615.085,86;62.842.021;135.278.864,72
CEASA-SP-Campinas;Campinas;SP;09/2016;45.830;309.145,95;49.290.417;126.483.329,03;7.140.243;23.422.782,70;56.476.490;150.215.257,68
CEASA-SP-Campinas;Campinas;SP;09/2015;36.415;146.758,63;56.040.516;120.719.913,33;5.205.490;15.664.468,41;61.282.421;136.531.140,37
CEASA-SP-Campinas;Campinas;SP;08/2016;79.548;595.686,98;47.999.643;129.779.924,35;4.733.258;13.393.672,50;52.812.449;143.769.283,83
CEASA-SP-Campinas;Campinas;SP;07/2016;53.570;449.542,99;47.298.624;126.221.591,97;4.082.666;12.504.211,21;51.434.860;139.175.346,17
CEASA-SP-Campinas;Campinas;SP;06/2016;29.940;187.978,25;45.027.032;127.860.131,15;4.800.484;14.071.937,27;49.857.456;142.120.046,67
CEASA-SP-Campinas;Campinas;SP;05/2016;71.336;370.909,78;46.824.914;144.996.927,27;7.974.292;25.005.370,55;54.870.542;170.373.207,60
CEASA-SP-Campinas;Campinas;SP;04/2017;40.430;241.649,20;50.563.998;123.954.516,58;6.006.724;17.405.986,36;56.611.152;141.602.152,14
CEASA-SP-Campinas;Campinas;SP;04/2016;60.825;283.635,35;50.811.358;152.650.559,97;5.554.000;14.525.895,61;56.426.183;167.460.090,93
CEASA-SP-Campinas;Campinas;SP;03/2017;39.150;242.575,03;59.599.094;148.136.435,98;6.372.573;18.371.422,69;66.010.817;166.750.433,70
CEASA-SP-Campinas;Campinas;SP;03/2016;79.872;364.769,82;53.060.890;165.644.221,38;4.785.860;15.125.710,19;57.926.622;181.134.701,39
CEASA-SP-Campinas;Campinas;SP;02/2017;39.305;169.519,91;54.278.854;127.692.504,72;5.318.546;14.775.003,00;59.636.705;142.637.027,63
CEASA-SP-Campinas;Campinas;SP;02/2016;85.550;428.205,90;51.752.628;150.146.434,67;4.944.200;11.988.838,10;56.782.378;162.563.478,67
CEASA-SP-Campinas;Campinas;SP;12/2016;23.882;151.268,50;59.184.301;140.498.918,05;97.407;466.138,79;59.305.590;141.116.325,34
CEASA-SP-Campinas;Campinas;SP;01/2018;48.259;230.803,83;50.746.209;134.521.032,82;3.544.082;9.637.097,02;54.338.550;144.388.933,67
CEASA-SP-Campinas;Campinas;SP;02/2018;40.977;197.219,56;50.899.408;126.036.135,86;79.552;381.268,28;51.019.937;126.614.623,70
CEASA-SP-Campinas;Campinas;SP;12/2017;43.353;228.066,50;56.487.184;138.661.956,72;4.823.421;16.277.229,05;61.353.958;155.167.252,27
CEASA-SP-Campinas;Campinas;SP;11/2018;74.990;329.389,17;47.600.320;124.598.832,35;4.766.238;12.707.315,90;52.441.548;137.635.537,42
CEASA-SP-Campinas;Campinas;SP;11/2017;114.845;562.710,94;52.529.313;119.737.190,39;6.172.908;19.075.146,57;58.817.066;139.375.047,90
CEASA-SP-Campinas;Campinas;SP;10/2018;66.065;332.658,39;50.672.335;131.148.897,24;4.512.784;12.399.667,30;55.251.184;143.881.222,93
CEASA-SP-Campinas;Campinas;SP;10/2017;33.940;161.765,95;51.017.748;120.071.856,38;6.140.157;18.441.163,37;57.191.845;138.674.785,70
CEASA-SP-Campinas;Campinas;SP;09/2018;68.440;321.563,33;48.821.669;122.068.842,76;4.103.352;11.362.769,38;52.993.461;133.753.175,47
CEASA-SP-Campinas;Campinas;SP;09/2017;29.889;162.212,27;51.722.300;118.518.645,92;5.434.623;16.959.190,17;57.186.812;135.640.048,36
CEASA-SP-Campinas;Campinas;SP;08/2018;59.655;283.240,50;48.842.654;119.941.444,94;4.440.334;11.706.985,32;53.342.643;131.931.670,76
CEASA-SP-Campinas;Campinas;SP;08/2017;54.070;308.353,11;50.580.009;115.951.112,29;6.891.473;20.726.237,35;57.525.552;136.985.702,75
CEASA-SP-Campinas;Campinas;SP;07/2018;42.385;186.319,42;50.720.986;121.067.978,15;4.166.084;10.709.169,30;54.929.455;131.963.466,87
CEASA-SP-Campinas;Campinas;SP;07/2017;59.510;360.607,82;51.123.194;118.420.841,17;7.273.114;22.130.340,70;58.455.818;140.911.789,69
CEASA-SP-Campinas;Campinas;SP;06/2018;59.602;356.011,29;51.934.936;136.359.320,05;3.905.473;10.408.528,42;55.900.011;147.123.859,76
CEASA-SP-Campinas;Campinas;SP;06/2017;34.935;208.514,03;50.819.668;111.502.386,54;7.170.005;22.303.467,35;58.024.608;134.014.367,92
