UNIDADE;CIDADE;UF;Mês/Ano;Qtde Cereais (kg);Valor Cereais (R$);Qtde Hortigranjeiros (kg);Valor Hortigranjeiros (R$);Qtde Produtos Diversos (kg);Valor Produtos Diversos (R$);Soma (kg);Soma (R$)
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2013;0;0,00;5.886.226;11.167.930,32;0;0,00;5.886.226;11.167.930,32
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2012;0;0,00;6.229.046;9.988.947,62;0;0,00;6.229.046;9.988.947,62
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2013;0;0,00;7.555.922;15.048.884,48;0;0,00;7.555.922;15.048.884,48
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2012;0;0,00;7.017.849;10.758.735,05;0;0,00;7.017.849;10.758.735,05
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2013;0;0,00;8.261.180;17.029.441,67;0;0,00;8.261.180;17.029.441,67
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2012;0;0,00;8.197.111;11.561.228,53;0;0,00;8.197.111;11.561.228,53
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2013;0;0,00;7.521.963;15.842.959,83;0;0,00;7.521.963;15.842.959,83
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2012;0;0,00;7.393.435;10.174.516,64;0;0,00;7.393.435;10.174.516,64
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2013;0;0,00;6.497.472;11.940.215,24;0;0,00;6.497.472;11.940.215,24
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2012;0;0,00;7.196.324;11.340.652,54;0;0,00;7.196.324;11.340.652,54
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2012;0;0,00;7.170.662;12.176.555,22;0;0,00;7.170.662;12.176.555,22
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2014;0;0,00;7.442.718;13.073.223,15;0;0,00;7.442.718;13.073.223,15
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2015;0;0,00;8.685.059;17.283.417,63;0;0,00;8.685.059;17.283.417,63
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2013;0;0,00;7.028.452;12.144.811,64;0;0,00;7.028.452;12.144.811,64
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2014;0;0,00;7.685.237;14.363.019,87;0;0,00;7.685.237;14.363.019,87
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2013;0;0,00;6.724.534;11.386.097,76;0;0,00;6.724.534;11.386.097,76
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2014;0;0,00;9.641.449;17.041.949,86;0;0,00;9.641.449;17.041.949,86
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2013;0;0,00;6.096.476;10.118.698,39;0;0,00;6.096.476;10.118.698,39
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2014;0;0,00;8.209.073;14.921.434,95;0;0,00;8.209.073;14.921.434,95
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2013;0;0,00;7.404.731;13.604.148,21;0;0,00;7.404.731;13.604.148,21
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2014;0;0,00;7.508.123;12.535.656,00;0;0,00;7.508.123;12.535.656,00
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2014;0;0,00;8.336.925;13.906.645,96;0;0,00;8.336.925;13.906.645,96
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2014;0;0,00;7.991.067;14.794.556,43;0;0,00;7.991.067;14.794.556,43
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2014;0;0,00;7.889.531;16.527.461,07;0;0,00;7.889.531;16.527.461,07
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2015;0;0,00;6.359.058;13.200.117,07;0;0,00;6.359.058;13.200.117,07
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2014;0;0,00;8.251.299;17.953.822,18;0;0,00;8.251.299;17.953.822,18
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2015;0;0,00;7.008.397;14.494.375,08;0;0,00;7.008.397;14.494.375,08
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2014;0;0,00;7.910.156;17.754.097,31;0;0,00;7.910.156;17.754.097,31
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2015;0;0,00;6.693.105;13.627.089,37;0;0,00;6.693.105;13.627.089,37
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2014;0;0,00;7.795.903;14.111.274,32;0;0,00;7.795.903;14.111.274,32
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2014;0;0,00;8.025.929;15.395.786,11;0;0,00;8.025.929;15.395.786,11
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2016;0;0,00;5.753.201;15.609.972,76;0;0,00;5.753.201;15.609.972,76
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2016;0;0,00;6.126.860;16.209.352,07;0;0,00;6.126.860;16.209.352,07
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2015;0;0,00;7.290.677;18.845.241,35;0;0,00;7.290.677;18.845.241,35
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2016;0;0,00;6.207.789;13.077.367,99;0;0,00;6.207.789;13.077.367,99
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2015;0;0,00;7.343.260;16.613.623,14;0;0,00;7.343.260;16.613.623,14
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2016;0;0,00;5.736.726;13.436.345,82;0;0,00;5.736.726;13.436.345,82
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2015;0;0,00;6.428.200;12.302.919,56;0;0,00;6.428.200;12.302.919,56
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2016;0;0,00;5.132.482;11.694.643,11;0;0,00;5.132.482;11.694.643,11
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2015;0;0,00;7.335.255;14.719.296,28;0;0,00;7.335.255;14.719.296,28
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2016;0;0,00;6.054.173;14.114.711,13;0;0,00;6.054.173;14.114.711,13
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2015;0;0,00;6.121.222;12.636.967,76;0;0,00;6.121.222;12.636.967,76
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2016;0;0,00;4.952.160;11.636.326,52;0;0,00;4.952.160;11.636.326,52
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2015;0;0,00;7.150.032;15.424.379,37;0;0,00;7.150.032;15.424.379,37
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2016;0;0,00;5.622.008;14.948.238,25;0;0,00;5.622.008;14.948.238,25
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2015;0;0,00;7.060.184;15.449.774,18;0;0,00;7.060.184;15.449.774,18
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2016;0;0,00;6.023.117;17.084.774,93;0;0,00;6.023.117;17.084.774,93
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2015;0;0,00;6.655.615;15.314.794,33;0;0,00;6.655.615;15.314.794,33
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2016;0;0,00;6.074.138;16.166.221,79;0;0,00;6.074.138;16.166.221,79
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2016;0;0,00;5.954.320;16.944.953,57;0;0,00;5.954.320;16.944.953,57
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2016;0;0,00;6.329.871;13.065.655,90;0;0,00;6.329.871;13.065.655,90
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2017;0;0,00;5.709.048;10.445.373,50;0;0,00;5.709.048;10.445.373,50
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2018;0;0,00;4.785.926;11.898.280,07;0;0,00;4.785.926;11.898.280,07
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2017;0;0,00;10.674.620;20.597.010,24;0;0,00;10.674.620;20.597.010,24
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2017;0;0,00;7.866.823;17.567.249,47;0;0,00;7.866.823;17.567.249,47
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2017;0;0,00;7.594.503;14.981.216,61;0;0,00;7.594.503;14.981.216,61
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2018;0;0,00;3.999.687;10.490.299,00;0;0,00;3.999.687;10.490.299,00
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2017;0;0,00;7.795.500;15.522.791,43;0;0,00;7.795.500;15.522.791,43
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2018;0;0,00;3.239.942;7.410.389,30;0;0,00;3.239.942;7.410.389,30
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2017;0;0,00;6.030.594;11.434.979,21;0;0,00;6.030.594;11.434.979,21
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2018;0;0,00;4.101.699;11.623.712,53;0;0,00;4.101.699;11.623.712,53
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2017;0;0,00;6.960.351;12.777.703,30;0;0,00;6.960.351;12.777.703,30
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2018;0;0,00;3.732.472;9.959.367,31;0;0,00;3.732.472;9.959.367,31
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2017;0;0,00;7.336.040;15.642.300,10;0;0,00;7.336.040;15.642.300,10
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2018;0;0,00;3.849.936;9.617.465,68;0;0,00;3.849.936;9.617.465,68
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2017;0;0,00;6.339.712;13.885.795,98;0;0,00;6.339.712;13.885.795,98
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2018;0;0,00;2.072.291;4.522.725,15;0;0,00;2.072.291;4.522.725,15
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2017;0;0,00;7.755.006;16.050.063,50;0;0,00;7.755.006;16.050.063,50
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2018;0;0,00;2.534.660;5.969.319,28;0;0,00;2.534.660;5.969.319,28
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2017;0;0,00;7.864.884;14.307.961,52;0;0,00;7.864.884;14.307.961,52
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2017;0;0,00;6.244.611;15.613.696,51;0;0,00;6.244.611;15.613.696,51
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2019;0;0,00;8.390.499;21.642.094,78;0;0,00;8.390.499;21.642.094,78
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;01/2020;0;0,00;10.833.706;30.975.298,80;0;0,00;10.833.706;30.975.298,80
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2018;0;0,00;5.209.575;12.921.651,95;0;0,00;5.209.575;12.921.651,95
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2019;0;0,00;7.583.835;19.129.313,32;0;0,00;7.583.835;19.129.313,32
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;11/2018;0;0,00;6.726.581;14.468.828,97;0;0,00;6.726.581;14.468.828,97
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2019;0;0,00;9.042.243;24.864.956,05;0;0,00;9.042.243;24.864.956,05
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;10/2018;0;0,00;4.457.720;11.209.008,30;0;0,00;4.457.720;11.209.008,30
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2019;0;0,00;12.874.788;32.914.643,85;0;0,00;12.874.788;32.914.643,85
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;09/2018;0;0,00;4.429.589;10.789.257,08;0;0,00;4.429.589;10.789.257,08
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;08/2019;0;0,00;9.900.366;26.561.744,22;0;0,00;9.900.366;26.561.744,22
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;07/2019;0;0,00;10.012.483;28.394.484,63;0;0,00;10.012.483;28.394.484,63
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;06/2019;0;0,00;7.755.957;21.527.796,32;0;0,00;7.755.957;21.527.796,32
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;05/2019;0;0,00;8.485.167;24.220.759,20;0;0,00;8.485.167;24.220.759,20
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2020;0;0,00;18.655.498;54.571.860,15;0;0,00;18.655.498;54.571.860,15
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;04/2019;0;0,00;8.482.038;23.766.781,05;0;0,00;8.482.038;23.766.781,05
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2020;0;0,00;12.044.492;34.349.579,67;0;0,00;12.044.492;34.349.579,67
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;03/2019;0;0,00;8.340.052;23.477.488,10;0;0,00;8.340.052;23.477.488,10
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2020;0;0,00;7.433.385;20.005.695,20;0;0,00;7.433.385;20.005.695,20
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;02/2019;0;0,00;8.179.964;22.575.338,16;0;0,00;8.179.964;22.575.338,16
CEAGESP-SãoJosédoRioPreto;SãoJosédoRioPreto;SP;12/2019;0;0,00;7.546.653;20.406.556,67;0;0,00;7.546.653;20.406.556,67
CEAGESP-Sorocaba;Sorocaba;SP;01/2009;0.0;0,00;7.312.385;7.712.840,56;0.0;0,00;7.312.385;7.712.840,56
CEAGESP-Sorocaba;Sorocaba;SP;12/2020;0.0;0,00;8.973.196;25.033.144,57;0.0;0,00;8.973.196;25.033.144,57
CEAGESP-Sorocaba;Sorocaba;SP;11/2020;0.0;0,00;8.729.799;22.107.262,11;0.0;0,00;8.729.799;22.107.262,11
CEAGESP-Sorocaba;Sorocaba;SP;10/2020;0.0;0,00;9.092.354;22.213.598,43;0.0;0,00;9.092.354;22.213.598,43
CEAGESP-Sorocaba;Sorocaba;SP;09/2020;0.0;0,00;9.638.422;21.799.327,56;0.0;0,00;9.638.422;21.799.327,56
CEAGESP-Sorocaba;Sorocaba;SP;08/2021;0.0;0,00;9.784.186;30.432.839,68;0.0;0,00;9.784.186;30.432.839,68
CEAGESP-Sorocaba;Sorocaba;SP;08/2020;0.0;0,00;10.203.774;28.413.473,45;0.0;0,00;10.203.774;28.413.473,45
CEAGESP-Sorocaba;Sorocaba;SP;07/2021;0.0;0,00;9.635.572;27.070.135,15;0.0;0,00;9.635.572;27.070.135,15
CEAGESP-Sorocaba;Sorocaba;SP;07/2020;0.0;0,00;9.334.502;25.624.870,52;0.0;0,00;9.334.502;25.624.870,52
CEAGESP-Sorocaba;Sorocaba;SP;06/2021;0.0;0,00;10.373.556;28.385.519,02;0.0;0,00;10.373.556;28.385.519,02
CEAGESP-Sorocaba;Sorocaba;SP;06/2020;0.0;0,00;9.416.397;29.129.737,85;0.0;0,00;9.416.397;29.129.737,85
CEAGESP-Sorocaba;Sorocaba;SP;05/2021;0.0;0,00;11.859.574;34.324.311,52;0.0;0,00;11.859.574;34.324.311,52
CEAGESP-Sorocaba;Sorocaba;SP;05/2020;0.0;0,00;14.766.454;44.321.275,00;0.0;0,00;14.766.454;44.321.275,00
CEAGESP-Sorocaba;Sorocaba;SP;04/2021;0.0;0,00;11.167.570;31.996.720,90;0.0;0,00;11.167.570;31.996.720,90
CEAGESP-Sorocaba;Sorocaba;SP;03/2021;0.0;0,00;13.497.454;41.399.486,00;0.0;0,00;13.497.454;41.399.486,00
CEAGESP-Sorocaba;Sorocaba;SP;02/2021;0.0;0,00;11.684.845;33.385.143,42;0.0;0,00;11.684.845;33.385.143,42
CEAGESP-Sorocaba;Sorocaba;SP;02/2009;0.0;0,00;7.209.519;8.043.339,82;0.0;0,00;7.209.519;8.043.339,82
CEAGESP-Sorocaba;Sorocaba;SP;01/2010;0;0,00;7.810.608;9.224.910,60;0;0,00;7.810.608;9.224.910,60
CEAGESP-Sorocaba;Sorocaba;SP;02/2010;0;0,00;7.325.874;9.792.612,40;0;0,00;7.325.874;9.792.612,40
CEAGESP-Sorocaba;Sorocaba;SP;11/2009;0;0,00;8.223.394;8.874.842,05;0;0,00;8.223.394;8.874.842,05
CEAGESP-Sorocaba;Sorocaba;SP;10/2010;0;0,00;8.273.549;9.211.487,69;0;0,00;8.273.549;9.211.487,69
CEAGESP-Sorocaba;Sorocaba;SP;10/2009;0;0,00;8.344.571;9.282.499,16;0;0,00;8.344.571;9.282.499,16
CEAGESP-Sorocaba;Sorocaba;SP;09/2010;0;0,00;9.610.383;12.358.281,59;0;0,00;9.610.383;12.358.281,59
CEAGESP-Sorocaba;Sorocaba;SP;09/2009;0;0,00;9.328.147;10.527.653,54;0;0,00;9.328.147;10.527.653,54
CEAGESP-Sorocaba;Sorocaba;SP;08/2010;0;0,00;9.834.376;11.467.477,05;0;0,00;9.834.376;11.467.477,05
CEAGESP-Sorocaba;Sorocaba;SP;08/2009;0;0,00;7.897.854;9.456.916,07;0;0,00;7.897.854;9.456.916,07
CEAGESP-Sorocaba;Sorocaba;SP;07/2010;0;0,00;7.979.769;8.963.881,64;0;0,00;7.979.769;8.963.881,64
CEAGESP-Sorocaba;Sorocaba;SP;07/2009;0;0,00;8.294.504;9.529.888,66;0;0,00;8.294.504;9.529.888,66
CEAGESP-Sorocaba;Sorocaba;SP;06/2010;0;0,00;7.599.244;9.551.580,81;0;0,00;7.599.244;9.551.580,81
CEAGESP-Sorocaba;Sorocaba;SP;06/2009;0;0,00;7.796.802;9.085.670,69;0;0,00;7.796.802;9.085.670,69
CEAGESP-Sorocaba;Sorocaba;SP;05/2010;0;0,00;8.533.530;11.732.975,01;0;0,00;8.533.530;11.732.975,01
CEAGESP-Sorocaba;Sorocaba;SP;05/2009;0;0,00;9.043.051;11.403.729,25;0;0,00;9.043.051;11.403.729,25
CEAGESP-Sorocaba;Sorocaba;SP;04/2010;0;0,00;7.485.524;9.760.637,91;0;0,00;7.485.524;9.760.637,91
CEAGESP-Sorocaba;Sorocaba;SP;04/2009;0;0,00;14.257.006;17.215.383,59;0;0,00;14.257.006;17.215.383,59
CEAGESP-Sorocaba;Sorocaba;SP;03/2010;0;0,00;9.078.087;12.346.908,12;0;0,00;9.078.087;12.346.908,12
CEAGESP-Sorocaba;Sorocaba;SP;03/2009;0;0,00;10.079.900;12.187.286,59;0;0,00;10.079.900;12.187.286,59
CEAGESP-Sorocaba;Sorocaba;SP;12/2009;0;0,00;10.558.128;12.124.407,08;0;0,00;10.558.128;12.124.407,08
CEAGESP-Sorocaba;Sorocaba;SP;01/2011;0;0,00;8.851.925;9.948.896,24;0;0,00;8.851.925;9.948.896,24
CEAGESP-Sorocaba;Sorocaba;SP;01/2012;0;0,00;7.393.783;9.311.288,67;0;0,00;7.393.783;9.311.288,67
CEAGESP-Sorocaba;Sorocaba;SP;12/2010;0;0,00;11.327.602;12.966.855,53;0;0,00;11.327.602;12.966.855,53
CEAGESP-Sorocaba;Sorocaba;SP;11/2011;0;0,00;8.010.733;10.044.114,45;0;0,00;8.010.733;10.044.114,45
CEAGESP-Sorocaba;Sorocaba;SP;11/2010;0;0,00;8.891.875;10.859.166,74;0;0,00;8.891.875;10.859.166,74
CEAGESP-Sorocaba;Sorocaba;SP;10/2011;0;0,00;8.114.957;9.920.660,51;0;0,00;8.114.957;9.920.660,51
CEAGESP-Sorocaba;Sorocaba;SP;09/2011;0;0,00;8.907.553;11.827.070,07;0;0,00;8.907.553;11.827.070,07
CEAGESP-Sorocaba;Sorocaba;SP;08/2011;0;0,00;8.564.749;11.826.539,90;0;0,00;8.564.749;11.826.539,90
CEAGESP-Sorocaba;Sorocaba;SP;07/2011;0;0,00;7.367.484;9.580.874,30;0;0,00;7.367.484;9.580.874,30
CEAGESP-Sorocaba;Sorocaba;SP;06/2012;0;0,00;8.688.066;12.035.259,19;0;0,00;8.688.066;12.035.259,19
CEAGESP-Sorocaba;Sorocaba;SP;06/2011;0;0,00;7.597.374;9.819.543,85;0;0,00;7.597.374;9.819.543,85
CEAGESP-Sorocaba;Sorocaba;SP;05/2012;0;0,00;8.412.847;9.791.670,27;0;0,00;8.412.847;9.791.670,27
CEAGESP-Sorocaba;Sorocaba;SP;05/2011;0;0,00;7.352.372;8.395.934,65;0;0,00;7.352.372;8.395.934,65
CEAGESP-Sorocaba;Sorocaba;SP;04/2012;0;0,00;11.160.230;13.340.996,77;0;0,00;11.160.230;13.340.996,77
CEAGESP-Sorocaba;Sorocaba;SP;04/2011;0;0,00;8.433.150;12.152.222,85;0;0,00;8.433.150;12.152.222,85
CEAGESP-Sorocaba;Sorocaba;SP;03/2012;0;0,00;9.263.179;10.463.815,81;0;0,00;9.263.179;10.463.815,81
CEAGESP-Sorocaba;Sorocaba;SP;03/2011;0;0,00;7.895.136;9.896.515,85;0;0,00;7.895.136;9.896.515,85
CEAGESP-Sorocaba;Sorocaba;SP;02/2012;0;0,00;8.904.062;10.099.133,54;0;0,00;8.904.062;10.099.133,54
CEAGESP-Sorocaba;Sorocaba;SP;02/2011;0;0,00;8.694.024;10.206.688,35;0;0,00;8.694.024;10.206.688,35
CEAGESP-Sorocaba;Sorocaba;SP;12/2011;0;0,00;9.514.717;11.995.781,15;0;0,00;9.514.717;11.995.781,15
CEAGESP-Sorocaba;Sorocaba;SP;01/2013;0;0,00;7.635.065;11.876.149,25;0;0,00;7.635.065;11.876.149,25
CEAGESP-Sorocaba;Sorocaba;SP;01/2014;0;0,00;10.429.423;15.781.154,83;0;0,00;10.429.423;15.781.154,83
CEAGESP-Sorocaba;Sorocaba;SP;12/2012;0;0,00;8.804.670;12.238.819,06;0;0,00;8.804.670;12.238.819,06
CEAGESP-Sorocaba;Sorocaba;SP;11/2013;0;0,00;9.498.493;12.909.320,02;0;0,00;9.498.493;12.909.320,02
CEAGESP-Sorocaba;Sorocaba;SP;11/2012;0;0,00;8.530.782;12.247.445,64;0;0,00;8.530.782;12.247.445,64
CEAGESP-Sorocaba;Sorocaba;SP;10/2013;0;0,00;9.209.990;12.953.099,03;0;0,00;9.209.990;12.953.099,03
CEAGESP-Sorocaba;Sorocaba;SP;10/2012;0;0,00;9.120.952;12.480.599,19;0;0,00;9.120.952;12.480.599,19
CEAGESP-Sorocaba;Sorocaba;SP;09/2013;0;0,00;9.899.835;14.607.118,21;0;0,00;9.899.835;14.607.118,21
CEAGESP-Sorocaba;Sorocaba;SP;09/2012;0;0,00;7.674.835;11.028.204,97;0;0,00;7.674.835;11.028.204,97
CEAGESP-Sorocaba;Sorocaba;SP;08/2013;0;0,00;8.830.684;13.111.053,29;0;0,00;8.830.684;13.111.053,29
CEAGESP-Sorocaba;Sorocaba;SP;08/2012;0;0,00;8.604.801;11.742.018,79;0;0,00;8.604.801;11.742.018,79
CEAGESP-Sorocaba;Sorocaba;SP;07/2013;0;0,00;8.712.132;12.652.353,01;0;0,00;8.712.132;12.652.353,01
CEAGESP-Sorocaba;Sorocaba;SP;07/2012;0;0,00;9.163.010;13.511.408,67;0;0,00;9.163.010;13.511.408,67
CEAGESP-Sorocaba;Sorocaba;SP;06/2013;0;0,00;6.967.050;11.713.600,23;0;0,00;6.967.050;11.713.600,23
CEAGESP-Sorocaba;Sorocaba;SP;05/2013;0;0,00;8.311.066;15.516.076,68;0;0,00;8.311.066;15.516.076,68
CEAGESP-Sorocaba;Sorocaba;SP;04/2013;0;0,00;7.952.859;13.560.596,46;0;0,00;7.952.859;13.560.596,46
CEAGESP-Sorocaba;Sorocaba;SP;03/2013;0;0,00;10.193.472;17.184.227,20;0;0,00;10.193.472;17.184.227,20
CEAGESP-Sorocaba;Sorocaba;SP;02/2014;0;0,00;9.942.276;16.246.681,53;0;0,00;9.942.276;16.246.681,53
CEAGESP-Sorocaba;Sorocaba;SP;02/2013;0;0,00;7.745.390;12.097.333,36;0;0,00;7.745.390;12.097.333,36
CEAGESP-Sorocaba;Sorocaba;SP;12/2013;0;0,00;10.390.598;14.727.868,53;0;0,00;10.390.598;14.727.868,53
CEAGESP-Sorocaba;Sorocaba;SP;01/2015;0;0,00;10.821.052;15.636.951,72;0;0,00;10.821.052;15.636.951,72
CEAGESP-Sorocaba;Sorocaba;SP;02/2015;0;0,00;9.935.678;15.312.578,49;0;0,00;9.935.678;15.312.578,49
CEAGESP-Sorocaba;Sorocaba;SP;11/2014;0;0,00;10.081.953;16.555.106,77;0;0,00;10.081.953;16.555.106,77
CEAGESP-Sorocaba;Sorocaba;SP;10/2015;0;0,00;10.913.508;18.796.678,77;0;0,00;10.913.508;18.796.678,77
CEAGESP-Sorocaba;Sorocaba;SP;10/2014;0;0,00;10.690.531;15.965.248,15;0;0,00;10.690.531;15.965.248,15
CEAGESP-Sorocaba;Sorocaba;SP;09/2015;0;0,00;10.314.097;18.902.269,15;0;0,00;10.314.097;18.902.269,15
CEAGESP-Sorocaba;Sorocaba;SP;09/2014;0;0,00;9.537.303;13.936.106,74;0;0,00;9.537.303;13.936.106,74
CEAGESP-Sorocaba;Sorocaba;SP;08/2015;0;0,00;10.946.139;18.855.659,69;0;0,00;10.946.139;18.855.659,69
CEAGESP-Sorocaba;Sorocaba;SP;08/2014;0;0,00;9.644.585;14.904.323,16;0;0,00;9.644.585;14.904.323,16
CEAGESP-Sorocaba;Sorocaba;SP;07/2015;0;0,00;10.639.025;19.746.234,87;0;0,00;10.639.025;19.746.234,87
CEAGESP-Sorocaba;Sorocaba;SP;07/2014;0;0,00;9.726.838;15.063.737,47;0;0,00;9.726.838;15.063.737,47
CEAGESP-Sorocaba;Sorocaba;SP;06/2015;0;0,00;9.861.490;17.601.319,92;0;0,00;9.861.490;17.601.319,92
CEAGESP-Sorocaba;Sorocaba;SP;06/2014;0;0,00;9.255.064;15.320.029,15;0;0,00;9.255.064;15.320.029,15
CEAGESP-Sorocaba;Sorocaba;SP;05/2015;0;0,00;10.347.050;17.618.271,81;0;0,00;10.347.050;17.618.271,81
CEAGESP-Sorocaba;Sorocaba;SP;05/2014;0;0,00;9.397.685;17.254.516,78;0;0,00;9.397.685;17.254.516,78
CEAGESP-Sorocaba;Sorocaba;SP;04/2015;0;0,00;10.698.423;16.359.834,03;0;0,00;10.698.423;16.359.834,03
